Class Name,Average Fields,Referred Classes,Total Methods,Average Methods,Average Parameters,Average Constructors,Average Parameters per Constructor
java.lang.Object,4.369294605809128,241,3425,14.21161825726141,0.9369343065693431,1.5020746887966805,1.0946280379371665
android.app.Activity,5.607547169811321,530,7805,14.726415094339623,1.01319666880205,1.318867924528302,0.7917351752021562
